category,file,decision,reject_reason,duration_s,fps,frames,resolution,motion_ratio,camera_verdict,short_clip,path,error
barbell_biceps_curl,arc1_final_kaggle_with_additional_video_barbell_biceps_curl_25.mp4,keep,,2.6,30.0,78,1920x1080,0.48,some_movement,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_final_kaggle_with_additional_video_barbell_biceps_curl_25.mp4,
barbell_biceps_curl,arc1_final_kaggle_with_additional_video_barbell_biceps_curl_3.mp4,keep,,2.44,30.0,73,1920x1080,0.07,stable,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_final_kaggle_with_additional_video_barbell_biceps_curl_3.mp4,
barbell_biceps_curl,arc1_final_kaggle_with_additional_video_barbell_biceps_curl_4.mp4,keep,,1.77,30.0,53,1920x1080,0.12,stable,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_final_kaggle_with_additional_video_barbell_biceps_curl_4.mp4,
barbell_biceps_curl,arc1_final_kaggle_with_additional_video_barbell_biceps_curl_5.mp4,keep,,2.74,30.0,82,1920x1080,0.47,some_movement,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_final_kaggle_with_additional_video_barbell_biceps_curl_5.mp4,
barbell_biceps_curl,arc1_final_kaggle_with_additional_video_barbell_biceps_curl_6.mp4,keep,,2.67,30.0,80,1920x1080,0.48,some_movement,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_final_kaggle_with_additional_video_barbell_biceps_curl_6.mp4,
barbell_biceps_curl,arc1_final_kaggle_with_additional_video_barbell_biceps_curl_7.mp4,keep,,4.6,30.0,138,1920x1080,0.23,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_final_kaggle_with_additional_video_barbell_biceps_curl_7.mp4,
barbell_biceps_curl,arc1_final_kaggle_with_additional_video_barbell_biceps_curl_8.mp4,keep,,3.27,30.0,98,1920x1080,0.04,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_final_kaggle_with_additional_video_barbell_biceps_curl_8.mp4,
barbell_biceps_curl,arc1_final_kaggle_with_additional_video_barbell_biceps_curl_9.mp4,keep,,2.4,30.0,72,1920x1080,0.02,stable,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_final_kaggle_with_additional_video_barbell_biceps_curl_9.mp4,
barbell_biceps_curl,arc1_my_test_video_1_barbell_biceps_curl_1.mp4,keep,,19.23,30.0,577,1280x720,1.17,likely_moving,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_my_test_video_1_barbell_biceps_curl_1.mp4,
barbell_biceps_curl,arc1_my_test_video_1_barbell_biceps_curl_2.mp4,keep,,12.5,30.0,375,1280x720,0.18,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_my_test_video_1_barbell_biceps_curl_2.mp4,
barbell_biceps_curl,arc1_my_test_video_1_barbell_biceps_curl_3.mp4,keep,,13.73,30.0,412,1280x720,0.84,likely_moving,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_my_test_video_1_barbell_biceps_curl_3.mp4,
barbell_biceps_curl,arc1_my_test_video_1_barbell_biceps_curl_4.mp4,keep,,7.23,30.0,217,1280x720,1.04,likely_moving,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_my_test_video_1_barbell_biceps_curl_4.mp4,
barbell_biceps_curl,arc1_similar_dataset_0d402adf-578c-4c26-ba50-3b28a6f0e648.mp4,keep,,10.76,24.0,258,3840x2026,0.17,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_0d402adf-578c-4c26-ba50-3b28a6f0e648.mp4,
barbell_biceps_curl,arc1_similar_dataset_1a3e6f0d-fb99-4e4d-b80f-831c7f38aca9.mp4,keep,,10.01,24.0,240,1280x720,0.1,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_1a3e6f0d-fb99-4e4d-b80f-831c7f38aca9.mp4,
barbell_biceps_curl,arc1_similar_dataset_27d82bac-ce83-4f91-a381-c11dd0bf6932.mp4,keep,,10.0,30.0,300,1280x720,0.07,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_27d82bac-ce83-4f91-a381-c11dd0bf6932.mp4,
barbell_biceps_curl,arc1_similar_dataset_3f034ee8-792b-4646-8746-c0dbbf6e5b50.mp4,keep,,10.01,30.0,300,1280x720,0.0,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_3f034ee8-792b-4646-8746-c0dbbf6e5b50.mp4,
barbell_biceps_curl,arc1_similar_dataset_6933f339-2ee5-4e59-9031-8bfee0f6e900.mp4,reject,large instructional text block,11.93,29.9,357,720x1280,0.03,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_6933f339-2ee5-4e59-9031-8bfee0f6e900.mp4,
barbell_biceps_curl,arc1_similar_dataset_72fb4cb4-ecad-44df-a0e1-5e4f4b581f9e.mp4,keep,,8.01,24.0,192,1280x720,0.39,some_movement,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_72fb4cb4-ecad-44df-a0e1-5e4f4b581f9e.mp4,
barbell_biceps_curl,arc1_similar_dataset_89b99b36-5491-4bc6-952c-53a67b889b62.mp4,keep,,10.01,30.0,300,1440x1080,0.39,some_movement,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_89b99b36-5491-4bc6-952c-53a67b889b62.mp4,
barbell_biceps_curl,arc1_similar_dataset_ac696ae8-e815-4f5f-bd32-864e2477e3ce.mp4,keep,,8.0,24.0,192,1920x1080,0.2,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_ac696ae8-e815-4f5f-bd32-864e2477e3ce.mp4,
barbell_biceps_curl,arc1_similar_dataset_f20150e2-f6e1-41e9-ab13-9d1e42599bba.mp4,keep,,10.0,30.0,300,1280x720,0.59,likely_moving,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_f20150e2-f6e1-41e9-ab13-9d1e42599bba.mp4,
barbell_biceps_curl,arc1_similar_dataset_f32c33d2-e298-499a-a61e-7236d6f1ba64.mp4,keep,,9.0,30.0,270,1280x720,0.18,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_f32c33d2-e298-499a-a61e-7236d6f1ba64.mp4,
barbell_biceps_curl,arc1_similar_dataset_f9d9d0bb-7286-4074-8d3c-e73d4072ad79.mp4,keep,,10.05,24.1,242,1080x1920,0.01,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_f9d9d0bb-7286-4074-8d3c-e73d4072ad79.mp4,
hammer_curl,arc1_similar_dataset_hammer_curl_1.MOV,reject,duplicate of arc1_final_kaggle_with_additional_video_hammer_curl_1.MOV,13.14,30.0,394,1920x1080,0.54,some_movement,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/hammer_curl/arc1_similar_dataset_hammer_curl_1.MOV,
hammer_curl,arc1_similar_dataset_hammer_curl_10.mp4,reject,duplicate of arc1_final_kaggle_with_additional_video_hammer_curl_10.mp4,2.8,30.0,84,1280x720,0.78,likely_moving,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_hammer_curl_10.mp4,
hammer_curl,arc1_similar_dataset_hammer_curl_4.MOV,reject,duplicate of arc1_final_kaggle_with_additional_video_hammer_curl_4.MOV,14.65,30.0,439,1920x1080,0.71,likely_moving,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/hammer_curl/arc1_similar_dataset_hammer_curl_4.MOV,
hammer_curl,arc1_similar_dataset_hammer_curl_5.MOV,reject,anatomical diagram overlay,14.35,30.0,430,1920x1080,0.53,some_movement,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/hammer_curl/arc1_similar_dataset_hammer_curl_5.MOV,
hammer_curl,arc1_similar_dataset_hammer_curl_8.mp4,reject,duplicate of arc1_final_kaggle_with_additional_video_hammer_curl_8.mp4,8.3,30.0,249,1280x720,0.76,likely_moving,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/hammer_curl/arc1_similar_dataset_hammer_curl_8.mp4,
barbell_biceps_curl,arc1_similar_dataset_notsure.mp4,reject,unlabeled/ambiguous exercise in source archive (filename 'notsure'),10.01,30.0,300,1920x1080,1.48,likely_moving,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_notsure.mp4,
barbell_biceps_curl,arc1_similar_dataset_notsure_(2).mp4,reject,unlabeled/ambiguous exercise in source archive (filename 'notsure'),10.0,23.0,230,1920x1080,0.22,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc1_similar_dataset_notsure_(2).mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_1.mp4,reject,duplicate of arc1_final_kaggle_with_additional_video_barbell_biceps_curl_1.mp4,3.8,30.0,114,1920x1080,0.2,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_1.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_10.mp4,keep,,3.14,30.0,94,1920x1080,0.2,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_10.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_11.mp4,keep,,2.5,30.0,75,1920x1080,0.02,stable,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_11.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_12.mp4,reject,duplicate of arc1_final_kaggle_with_additional_video_barbell_biceps_curl_12.mp4,4.1,30.0,123,1920x1080,0.06,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_12.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_13.mp4,keep,,4.07,30.0,122,1920x1080,0.1,stable,False,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_13.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_14.mp4,reject,duplicate of arc1_final_kaggle_with_additional_video_barbell_biceps_curl_14.mp4,2.3,30.0,69,1920x1080,0.44,some_movement,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_14.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_15.mp4,reject,duplicate of arc1_final_kaggle_with_additional_video_barbell_biceps_curl_15.mp4,2.17,30.0,65,1920x1080,0.52,some_movement,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_15.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_16.mp4,reject,duplicate of arc1_final_kaggle_with_additional_video_barbell_biceps_curl_16.mp4,2.1,30.0,63,1920x1080,0.6,likely_moving,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_16.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_17.mp4,reject,duplicate of arc1_final_kaggle_with_additional_video_barbell_biceps_curl_17.mp4,2.04,30.0,61,1920x1080,0.56,likely_moving,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_17.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_18.mp4,keep,,2.24,30.0,67,1920x1080,0.21,stable,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_18.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_19.mp4,keep,,2.0,30.0,60,1920x1080,0.21,stable,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_19.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_2.mp4,reject,duplicate of arc1_final_kaggle_with_additional_video_barbell_biceps_curl_2.mp4,2.57,30.0,77,1920x1080,0.06,stable,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_2.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_20.mp4,keep,,1.87,30.0,56,1920x1080,1.4,likely_moving,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_20.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_21.mp4,keep,,1.94,30.0,58,1920x1080,1.26,likely_moving,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_21.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_22.mp4,keep,,1.94,30.0,58,1920x1080,0.51,some_movement,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_22.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_23.mp4,reject,duplicate of arc1_final_kaggle_with_additional_video_barbell_biceps_curl_23.mp4,2.34,30.0,70,1920x1080,0.25,stable,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_23.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_24.mp4,reject,duplicate of arc1_final_kaggle_with_additional_video_barbell_biceps_curl_24.mp4,2.8,30.0,84,1920x1080,0.38,some_movement,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_24.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_25.mp4,reject,duplicate of arc1_final_kaggle_with_additional_video_barbell_biceps_curl_25.mp4,2.6,30.0,78,1920x1080,0.48,some_movement,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_25.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_26.mp4,reject,duplicate of arc1_final_kaggle_with_additional_video_barbell_biceps_curl_6.mp4,2.67,30.0,80,1920x1080,0.48,some_movement,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_26.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_27.mp4,keep,,1.84,30.0,55,1920x1080,1.12,likely_moving,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_27.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_28.mp4,keep,,2.04,30.0,61,1920x1080,0.8,likely_moving,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_28.mp4,
barbell_biceps_curl,arc2_barbell_biceps_curl_29.mp4,keep,,1.94,30.0,58,1920x1080,0.8,likely_moving,True,/private/tmp/claude-501/-Users-tanmay-Documents-TCD-Course-Material-Dissertation/690cb35d-0c13-4688-bfdf-75cd224266a2/scratchpad/triage_staging/barbell_biceps_curl/arc2_barbell_biceps_curl_29.mp4,
